Pair.Name,Ligand,Receptor,Dataset,Annotation,Location  Ligand,GO,References,Julia TRUE/FALSE/NA,Julia literature reference,Julia comment,checked,,,,,,,,,,,,,
Cr1l-Cd55,Cr1l,Cd55,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Cxcl12-Ackr3,Cxcl12,Ackr3,Ramilowski,Incorrect,Secreted,Chemokine,"16107333,20956518, 23396314",,,,,,,,,,,,,,,,,
Cxcl12-Cd4,Cxcl12,Cd4,Ramilowski,Incorrect,Secreted,Chemokine,10600606,,,,,,,,,,,,,,,,,
Cxcl12-Cxcr3,Cxcl12,Cxcr3,Ramilowski,Incorrect,Secreted,Chemokine,96.607.939.660.793,,,,,,,,,,,,,,,,,
Efemp2-Aqp1,Efemp2,Aqp1,Ramilowski,Incorrect,Secreted,Other,16189514,,,,,,,,,,,,,,,,,
Efemp2-Plscr4,Efemp2,Plscr4,Ramilowski,Incorrect,Secreted,Other,16189514,,,,,,,,,,,,,,,,,
Efna1-Ephb1,Efna1,Ephb1,Ramilowski,Incorrect,Secreted,Other,"8755474, 7973638, 8070404",,,,,,,,,,,,,,,,,
Efna5-Ephb1,Efna5,Ephb1,Ramilowski,Incorrect,Membrane,Other,9245480,,,,,,,,,,,,,,,,,
Efnb2-Rhbdl2,Efnb2,Rhbdl2,Ramilowski,Incorrect,Membrane,Other,15047175,,,,,,,,,,,,,,,,,
Efnb3-Rhbdl2,Efnb3,Rhbdl2,Ramilowski,Incorrect,Membrane,Other,15047175,,,,,,,,,,,,,,,,,
Egfr-Anxa1,Egfr,Anxa1,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Egfr-Icam1,Egfr,Icam1,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Egfr-L1cam,Egfr,L1cam,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Ephb1-Efna5,Ephb1,Efna5,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Erbb3-L1cam,Erbb3,L1cam,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Fgf7-Fgfr3,Fgf7,Fgfr3,Ramilowski,Incorrect,Secreted,GrowthFactor,8663044,,,,,,,,,,,,,,,,,
Fgf7-Fgfr4,Fgf7,Fgfr4,Ramilowski,Incorrect,Secreted,GrowthFactor,7680645,,,,,,,,,,,,,,,,,
Flt1-Pigf,Flt1,Pigf,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Fn1-Plaur,Fn1,Plaur,Ramilowski,Incorrect,ECM,Other,NA,,,,,,,,,,,,,,,,,
Gfra1-Ncam1,Gfra1,Ncam1,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Gnai2-Adora1,Gnai2,Adora1,Ramilowski,Incorrect,Membrane,Other,11369591,,,,,,,,,,,,,,,,,
Gnai2-Lpar3,Gnai2,Lpar3,Ramilowski,Incorrect,Membrane,Other,10727522,,,,,,,,,,,,,,,,,
Gnas-Adora1,Gnas,Adora1,Ramilowski,Incorrect,Secreted,Other,10521440,,,,,,,,,,,,,,,,,
Gnas-Lhcgr,Gnas,Lhcgr,Ramilowski,Incorrect,Secreted,Other,10493819,,,,,,,,,,,,,,,,,
Gpc1-App,Gpc1,App,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
H2-D1-Aplp2,H2-D1,Aplp2,Ramilowski,Incorrect,Membrane,Other,19184004,,,,,,,,,,,,,,,,,
Hbegf-Cd82,Hbegf,Cd82,Ramilowski,Incorrect,Both,GrowthFactor,10749879,,,,,,,,,,,,,,,,,
Hbegf-Cd9,Hbegf,Cd9,Ramilowski,Incorrect,Both,GrowthFactor,"1939101, 11735113, 11846885, 8194524",,,,,,,,,,,,,,,,,
Icam1-Egfr,Icam1,Egfr,Ramilowski,Incorrect,Membrane,Other,16799092,,,,,,,,,,,,,,,,,
Icam1-Il2ra,Icam1,Il2ra,Ramilowski,Incorrect,Membrane,Other,1976256,,,,,,,,,,,,,,,,,
Icam1-Il2rg,Icam1,Il2rg,Ramilowski,Incorrect,Membrane,Other,1976256,,,,,,,,,,,,,,,,,
Il12a-Cd28,Il12a,Cd28,Ramilowski,Incorrect,Secreted,Interleukin,7516408,,,,,,,,,,,,,,,,,
Il15-Il2ra,Il15,Il2ra,Ramilowski,Incorrect,Secreted,Interleukin,NA,,,,,,,,,,,,,,,,,
Il1b-Adrb2,Il1b,Adrb2,Ramilowski,Incorrect,Secreted,Interleukin,11238007,,,,,,,,,,,,,,,,,
Il2-Cd53,Il2,Cd53,Ramilowski,Incorrect,Secreted,Interleukin,7963560,,,,,,,,,,,,,,,,,
Il2ra-Icam1,Il2ra,Icam1,Ramilowski,Incorrect,Membrane,Interleukin,NA,,,,,,,,,,,,,,,,,
Il2rg-Icam1,Il2rg,Icam1,Ramilowski,Incorrect,Membrane,Interleukin,NA,,,,,,,,,,,,,,,,,
Inhba-Acvr1,Inhba,Acvr1,Ramilowski,Incorrect,Secreted,Cytokine,11266516,,,,,,,,,,,,,,,,,
Inhba-Bambi,Inhba,Bambi,Ramilowski,Incorrect,Secreted,Cytokine,10918299,,,,,,,,,,,,,,,,,
Kitl-Epor,Kitl,Epor,Ramilowski,Incorrect,Both,Cytokine,11124255,,,,,,,,,,,,,,,,,
Klk1-Epor,Klk1,Epor,Ramilowski,Incorrect,Secreted,Other,10374881,,,,,,,,,,,,,,,,,
L1cam-Egfr,L1cam,Egfr,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
L1cam-Erbb3,L1cam,Erbb3,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Lpar3-Gnai2,Lpar3,Gnai2,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Lrp1-App,Lrp1,App,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Ltb-Cd40,Ltb,Cd40,Ramilowski,Incorrect,Membrane,Cytokine,7916655,,,,,,,,,,,,,,,,,
Ly86-Cd180,Ly86,Cd180,Ramilowski,Incorrect,Secreted,Other,"9763566, 9686597",,,,,,,,,,,,,,,,,
Met-Sema4d,Met,Sema4d,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Met-Sema5a,Met,Sema5a,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Mfge8-Pdgfrb,Mfge8,Pdgfrb,Ramilowski,Incorrect,ECM,Other,NA,,,,,,,,,,,,,,,,,
Ncam1-Gfra1,Ncam1,Gfra1,Ramilowski,Incorrect,Membrane,Other,12837245,,,,,,,,,,,,,,,,,
Ncstn-App,Ncstn,App,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Ngf-Sort1,Ngf,Sort1,Ramilowski,Incorrect,Secreted,GrowthFactor,1.498.576.314.985.760,,,,,,,,,,,,,,,,,
Nrxn1-Sytl3,Nrxn1,Sytl3,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Orm1-Ccr5,Orm1,Ccr5,Ramilowski,Incorrect,Secreted,Other,11336643,,,,,,,,,,,,,,,,,
Pdap1-Pdgfrb,Pdap1,Pdgfrb,Ramilowski,Incorrect,Secreted,Other,11331882,,,,,,,,,,,,,,,,,
Pdgfb-Lrp1,Pdgfb,Lrp1,Ramilowski,Incorrect,Secreted,GrowthFactor,11854294,,,,,,,,,,,,,,,,,
Pdgfc-Flt4,Pdgfc,Flt4,Ramilowski,Incorrect,Secreted,GrowthFactor,,,,,,,,,,,,,,,,,,
Pdgfc-Kdr,Pdgfc,Kdr,Ramilowski,Incorrect,Secreted,GrowthFactor,,,,,,,,,,,,,,,,,,
Pgf-Nrp2,Pgf,Nrp2,Ramilowski,Incorrect,Secreted,GrowthFactor,10748121,,,,,,,,,,,,,,,,,
Pigf-Flt1,Pigf,Flt1,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Plat-Lrp1,Plat,Lrp1,Ramilowski,Incorrect,Secreted,Other,"11560943,10632583, 1502153",,,,,,,,,,,,,,,,,
Plau-Igf2r,Plau,Igf2r,Ramilowski,Incorrect,Secreted,Other,9566979,,,,,,,,,,,,,,,,,
Plau-Lrp1,Plau,Lrp1,Ramilowski,Incorrect,Secreted,Other,11560943,,,,,,,,,,,,,,,,,
Pltp-Abca1,Pltp,Abca1,Ramilowski,Incorrect,Secreted,Other,14559902,,,,,,,,,,,,,,,,,
Prss23-Tmem222,Prss23,Tmem222,Ramilowski,Incorrect,Secreted,Other,16169070,,,,,,,,,,,,,,,,,
Ptn-Plxnb2,Ptn,Plxnb2,Ramilowski,Incorrect,Secreted,GrowthFactor,16169070,,,,,,,,,,,,,,,,,
Ptn-Ptprb,Ptn,Ptprb,Ramilowski,Incorrect,Secreted,GrowthFactor,NA,,,,,,,,,,,,,,,,,
Ptn-Ptprs,Ptn,Ptprs,Ramilowski,Incorrect,Secreted,GrowthFactor,16169070,,,,,,,,,,,,,,,,,
Rhbdl2-Efnb2,Rhbdl2,Efnb2,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Rhbdl2-Efnb3,Rhbdl2,Efnb3,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Selp-Cd24a,Selp,Cd24a,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Sema4d-Met,Sema4d,Met,Ramilowski,Incorrect,Membrane,Other,12198496,,,,,,,,,,,,,,,,,
Sema5a-Met,Sema5a,Met,Ramilowski,Incorrect,Membrane,Other,15218527,,,,,,,,,,,,,,,,,
Sfrp1-Fzd2,Sfrp1,Fzd2,Ramilowski,Incorrect,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Spp1-S1pr1,Spp1,S1pr1,Ramilowski,Incorrect,ECM,Other,NA,,,,,,,,,,,,,,,,,
Sytl3-Nrxn1,Sytl3,Nrxn1,Ramilowski,Incorrect,Membrane,Other,11243866,,,,,,,,,,,,,,,,,
Tbc1d24-Cdon,Tbc1d24,Cdon,Ramilowski,Incorrect,Secreted,Other,15520228,,,,,,,,,,,,,,,,,
Tbc1d24-Neo1,Tbc1d24,Neo1,Ramilowski,Incorrect,Secreted,Other,1.552.022.810.366.620,,,,,,,,,,,,,,,,,
Thbs1-Lrp5,Thbs1,Lrp5,Ramilowski,Incorrect,ECM,Other,7775583,,,,,,,,,,,,,,,,,
Tnc-Ptprb,Tnc,Ptprb,Ramilowski,Incorrect,ECM,Other,11313993,,,,,,,,,,,,,,,,,
Tnfrsf21-App,Tnfrsf21,App,Ramilowski,Incorrect,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Vcan-Cd44,Vcan,Cd44,Ramilowski,Incorrect,ECM,Other,10950950,,,,,,,,,,,,,,,,,
Vegfa-Gpc1,Vegfa,Gpc1,Ramilowski,Incorrect,ECM,Cytokine,10196157,,,,,,,,,,,,,,,,,
Vegfc-Vipr2,Vegfc,Vipr2,Ramilowski,Incorrect,Secreted,GrowthFactor,12881528,,,,,,,,,,,,,,,,,
Vtn-Pvr,Vtn,Pvr,Ramilowski,Incorrect,ECM,Other,11437656,,,,,,,,,,,,,,,,,
Vtn-Tnfrsf11b,Vtn,Tnfrsf11b,Ramilowski,Incorrect,ECM,Other,15799029,,,,,,,,,,,,,,,,,
Wnt2-Fzd7,Wnt2,Fzd7,Ramilowski,Incorrect,Secreted,Cytokine,NA,,,,,,,,,,,,,,,,,
Anxa1-Fpr1,Anxa1,Fpr1,Ramilowski,Irrelevant,Membrane,Other,"10882119,10882119, 12560218,10882119",,,,,,,,,,,,,,,,,
Anxa1-Fpr2,Anxa1,Fpr2,Ramilowski,Irrelevant,Membrane,Other,"12368905, 10882119, 12560218, 16278303",,,,,,,,,,,,,,,,,
C3-C5ar2,C3,C5ar2,Ramilowski,Irrelevant,Secreted,Other,11773063,,,,,,,,,,,,,,,,,
C3-Cd19,C3,Cd19,Ramilowski,Irrelevant,Secreted,Other,NA,,,,,,,,,,,,,,,,,
C3-Cd81,C3,Cd81,Baccin,Irrelevant,Secreted,Other,NA,,,,,,,,,,,,,,,,,
C3-Cr1l,C3,Cr1l,Ramilowski,Irrelevant,Secreted,Other,"9988761, 10382758",,,,,,,,,,,,,,,,,
C3-Ifitm1,C3,Ifitm1,Baccin,Irrelevant,Secreted,Other,NA,,,,,,,,,,,,,,,,,
C3-Lrp1,C3,Lrp1,Ramilowski,Irrelevant,Secreted,Other,1.060.887.810.608.870,,,,,,,,,,,,,,,,,
C4b-C5ar2,C4b,C5ar2,Ramilowski,Irrelevant,Secreted,Other,11773063,,,,,,,,,,,,,,,,,
Ccl11-Cxcr3,Ccl11,Cxcr3,Ramilowski,Irrelevant,Secreted,Chemokine,96.607.939.660.793,,,,,,,,,,,,,,,,,
Ccl2-Ccr9,Ccl2,Ccr9,Baccin,Irrelevant,Secreted,Chemokine,NA,,,,,,,,,,,,,,,,,
Ccl2-Cxcr3,Ccl2,Cxcr3,Baccin,Irrelevant,Secreted,Chemokine,NA,,,,,,,,,,,,,,,,,
Ccl5-Cxcr3,Ccl5,Cxcr3,Ramilowski,Irrelevant,Secreted,Chemokine,9660793,,,,,,,,,,,,,,,,,
Ccl5-Sdc1,Ccl5,Sdc1,Ramilowski,Irrelevant,Secreted,Chemokine,14637022,,,,,,,,,,,,,,,,,
Ccl5-Sdc4,Ccl5,Sdc4,Ramilowski,Irrelevant,Secreted,Chemokine,14637022,,,,,,,,,,,,,,,,,
Ccl7-Cxcr3,Ccl7,Cxcr3,Ramilowski,Irrelevant,Secreted,Chemokine,9660793,,,,,,,,,,,,,,,,,
Cfh-Sell,Cfh,Sell,Ramilowski,Irrelevant,Secreted,Other,1.037.724.510.377.240,,,,,,,,,,,,,,,,,
Clcf1-Lifr,Clcf1,Lifr,Ramilowski,Irrelevant,Secreted,Cytokine,10966616,,,,,,,,,,,,,,,,,
Dcbld2-Sema4b,Dcbld2,Sema4b,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Efnb2-Pecam1,Efnb2,Pecam1,Ramilowski,Irrelevant,Membrane,Other,16357318,,,,,,,,,,,,,,,,,
F10-F3,F10,F3,Ramilowski,Irrelevant,Secreted,Other,8702971,,,,,,,,,,,,,,,,,
F8-Ldlr,F8,Ldlr,Ramilowski,Irrelevant,Secreted,Other,NA,,,,,,,,,,,,,,,,,
F8-Lrp1,F8,Lrp1,Ramilowski,Irrelevant,Secreted,Other,1.156.094.312.522.140,,,,,,,,,,,,,,,,,
Fpr1-Anxa1,Fpr1,Anxa1,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Fpr2-Anxa1,Fpr2,Anxa1,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Il16-Kcnj10,Il16,Kcnj10,Ramilowski,Irrelevant,Secreted,Interleukin,10479680,,,,,,,,,,,,,,,,,
Jmjd6-Ptdss1,Jmjd6,Ptdss1,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Kdr-Sema6d,Kdr,Sema6d,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Kng1-Plaur,Kng1,Plaur,Baccin,Irrelevant,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Kng2-Plaur,Kng2,Plaur,Ramilowski,Irrelevant,Secreted,Other,14764580,,,,,,,,,,,,,,,,,
Pdgfa-Pdgfrb,Pdgfa,Pdgfrb,Baccin,Irrelevant,Secreted,GrowthFactor,NA,,,,,,,,,,,,,,,,,
Pdgfd-Pdgfra,Pdgfd,Pdgfra,Baccin,Irrelevant,Secreted,GrowthFactor,NA,,,,,,,,,,,,,,,,,
Pecam1-Efnb2,Pecam1,Efnb2,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Ptdss1-Jmjd6,Ptdss1,Jmjd6,Ramilowski,Irrelevant,Membrane,Other,10811223,,,,,,,,,,,,,,,,,
Ptdss1-Scarb1,Ptdss1,Scarb1,Ramilowski,Irrelevant,Membrane,Other,8999945,,,,,,,,,,,,,,,,,
Scarb1-Ptdss1,Scarb1,Ptdss1,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Sell-Selplg,Sell,Selplg,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Selplg-Sell,Selplg,Sell,Ramilowski,Irrelevant,Membrane,Other,10725346,,,,,,,,,,,,,,,,,
Sema4b-Dcbld2,Sema4b,Dcbld2,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Sema6d-Kdr,Sema6d,Kdr,Ramilowski,Irrelevant,Membrane,Other,14977921,,,,,,,,,,,,,,,,,
Sema6d-Trem2,Sema6d,Trem2,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Sema6d-Tyrobp,Sema6d,Tyrobp,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Slit2-Sdc1,Slit2,Sdc1,Ramilowski,Irrelevant,Secreted,Other,"10102268, 15130495",,,,,,,,,,,,,,,,,
Tnf-Traf2,Tnf,Traf2,Ramilowski,Irrelevant,Both,Cytokine,12887920,,,,,,,,,,,,,,,,,
Tnfsf9-Traf2,Tnfsf9,Traf2,Ramilowski,Irrelevant,Membrane,Cytokine,9607925,,,,,,,,,,,,,,,,,
Traf2-Tnfsf9,Traf2,Tnfsf9,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Trem2-Sema6d,Trem2,Sema6d,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Trf-Tfr2,Trf,Tfr2,Ramilowski,Irrelevant,Secreted,Other,11027676,,,,,,,,,,,,,,,,,
Trf-Tfrc,Trf,Tfrc,Ramilowski,Irrelevant,Secreted,Other,"6270680,12210842, 6268632, 16354665",,,,,,,,,,,,,,,,,
Tyrobp-Sema6d,Tyrobp,Sema6d,Ramilowski,Irrelevant,Membrane,Other,NA,,,,,,,,,,,,,,,,,
Vtn-Plaur,Vtn,Plaur,Ramilowski,Irrelevant,ECM,Other,8830783,,,,,,,,,,,,,,,,,
Vwf-Selp,Vwf,Selp,Baccin,Irrelevant,ECM,Other,NA,,,,,,,,,,,,,,,,,
Tgfb2-Acvr1,Tgfb2,Acvr1,Baccin,Likely,Secreted,Cytokine,21102460,,,,,,,,,,,,,,,,,
Tgfb3-Acvrl1,Tgfb3,Acvrl1,Ramilowski,Likely,Secreted,Cytokine,1.185.063.710.187.770,,,,,,,,,,,,,,,,,
Aanat-Mtnr1a,Aanat,Mtnr1a,Ramilowski,Not Expressed,Other,Other,12943195,FALSE,,"Aanat endcodes an enzyme of the Melatonin-synthesis, Mtnr1a/b encode a G-protein coupled receptor for Melatonin",,,,,,,,,,11.12,,,,
Aanat-Mtnr1b,Aanat,Mtnr1b,Ramilowski,Not Expressed,Other,Other,12943195,FALSE,,"Aanat endcodes an enzyme of the Melatonin-synthesis, Mtnr1a/b encode a G-protein coupled receptor for Melatonin",,,,,,,,,,11.12,,,,
Adam10-Epha3,Adam10,Epha3,Ramilowski,Not Expressed,Membrane,Other,16239146,TRUE,,"Protease, but interaction in trans",,,,,,,,,,11.12,,,,
Ace-Agtr2,Ace,Agtr2,Ramilowski,Not Expressed,Secreted,Other,11459796,FALSE,,"Ace encodes an enzyme of the Angiotesin 2 synthesis, Agtr2 is the receptor of Angiotensin 2",,,,,,,,,,11.12,,,,
Ace-Bdkrb2,Ace,Bdkrb2,Ramilowski,Not Expressed,Secreted,Other,10748135,FALSE,PMID: 17077303,"Bdkrb2=Bradykinin receptor B2, Ace and Bdkrb2 can form a heterodimer",,,,,,,,,,11.12,,,,
Adam2-Cd9,Adam2,Cd9,Ramilowski,Not Expressed,Membrane,Other,10518536,FALSE,,,,,,,,,,,,11.12,,,,
Adam17-Erbb4,Adam17,Erbb4,Ramilowski,Not Expressed,Secreted,Other,15534001,FALSE,PMID: 28230865,There is an interaction: Adam17->extracellular cleavage of Erbb4,,,,,,,,,,11.12,,,,
Adcy1-Gnai2,Adcy1,Gnai2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,,,,,,,,,,,11.12,,,,
Adra2a-Gnai2,Adra2a,Gnai2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,,,,,,,,,,,11.12,,,,
Adcyap1-Adcyap1r1,Adcyap1,Adcyap1r1,Ramilowski,Not Expressed,Secreted,Other,"10100920, 8703026,10583729, 16930633, 11931347,10583729, 8253796",TRUE,PMID: 12417650,"Adcyap1=PACAP, Adcyap1r1=PAC1",,,,,,,,,,11.12,,,,
Adcyap1-Sctr,Adcyap1,Sctr,Ramilowski,Not Expressed,Secreted,Other,1335692,TRUE,,Sctr=Secretin receptor,,Adcyap1=PACAP,,,,,,,,11.12,,,,
Adcyap1-Vipr1,Adcyap1,Vipr1,Ramilowski,Not Expressed,Secreted,Other,"11897681,9928018, 11931347, 16930633, 8791009,12429744",TRUE,PMID: 21157320,"Look at ""VIP/PACAP receptors"", Vipr1=VPAC1, Vipr2=VPAC2",,,,,,,,,,11.12,,,,
Adcyap1-Vipr2,Adcyap1,Vipr2,Ramilowski,Not Expressed,Secreted,Other,"16930633, 11978642, 9928018, 11931347,8146174",TRUE,PMID: 21157320,"Look at ""VIP/PACAP receptors"", Vipr1=VPAC1, Vipr2=VPAC2",,,,,,,,,,11.12,,,,
Adm-Calcr,Adm,Calcr,Ramilowski,Not Expressed,Secreted,Other,"15692146, 12565884",TRUE,PMID: 12565884,"Calcr=CTR1, Adm=AM, Coexpression of CTR1 and RAMP -> AM-receptor",,,,,,,,,,11.12,,,,
Adm-Mrgprb1,Adm,Mrgprb1,Ramilowski,Not Expressed,Secreted,Other,"16111673, 15823560",FALSE,PMID: 16111673,"Uniprot: Mrgprb1 itself is an orphan receptor, MRGPRX2 (mentioned in the Pubmed article) is a receptor for Adm and also Mas-related GPR",,,,,,,,,,11.12,,,,
Adm2-Calcr,Adm2,Calcr,Ramilowski,Not Expressed,Secreted,Other,15692146,TRUE,,"Adm2=Adrenomedullin 2, Calcr=CT-R",,,,,,,,,,11.12,,,,
Adm2-Calcrl,Adm2,Calcrl,Ramilowski,Not Expressed,Secreted,Other,14615490,TRUE,,Calcrl=Calcitonin-receptor like receptor,,,Adm2=Intermedin,,,,,,,11.12,,,,
Adm2-Ramp1,Adm2,Ramp1,Ramilowski,Not Expressed,Secreted,Other,12684503,FALSE,PMID: 27784654,"Calcrl+Ramp2/3 are receptors for Adm, Adm2, Calcrl+Ramp1 is a receptor for CALCB",,,,,,,,,,11.12,,,,
Adra2b-Gnai2,Adra2b,Gnai2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,,,,,,,,,,,11.12,,,,
Agrn-Atp1a3,Agrn,Atp1a3,Ramilowski,Not Expressed,Secreted,Other,NA,TRUE,PMID: 19376779,Argn regulates activity of atp1a3,,,,,,,,,,11.12,,,,
Agrn-Lrp4,Agrn,Lrp4,Ramilowski,Not Expressed,,Other,NA,TRUE,PMID: 23986861,,,,,,,,,,,11.12,,,,
Agrn-Musk,Agrn,Musk,Ramilowski,Not Expressed,ECM,Other,8653787,TRUE,,Musk is a receptor tyrosin kinase,,,,,,,,,,11.12,,,,
Agtr1b-Hras,Agtr1b,Hras,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,,,,,,,,,,,11.12,,,,
Agrp-Mc3r,Agrp,Mc3r,Ramilowski,Not Expressed,Secreted,Other,"9311920,9819197,9893984, 11747427",TRUE,PMID: 16009463,Agrp is a competetive antagonist of Mc3r and Mc4r ,,,,,,,,,,11.12,,,,
Agrp-Mc4r,Agrp,Mc4r,Ramilowski,Not Expressed,Secreted,Other,"9311920,9299416,10318826, 11747427, 12815165",TRUE,PMID: 16009463,Agrp is a competetive antagonist of Mc3r and Mc4r ,,,,,,,,,,11.12,,,,
Agrp-Mc5r,Agrp,Mc5r,Ramilowski,Not Expressed,Secreted,Other,9.892.020,TRUE,,,,,,,,,,,,11.12,,,,
Agrp-Sdc3,Agrp,Sdc3,Ramilowski,Not Expressed,Secreted,Other,NA,FALSE,PMID: 12851299,"""syndecan-3 modulates melanocortin activity via syndecan-3 facilitation of agouti-related protein (AgRP)""",,,,,,,,,,11.12,,,,
Agt-Agtr1b,Agt,Agtr1b,Ramilowski,Not Expressed,Secreted,Other,"10993080, 15930094,21464395, 10193788, , 12006574,15930094",TRUE,10100078,"Agt=Angiotensin 2, Agtr1b=AT1",,,,,,,,,,12.12,,,,
Agt-Agtr2,Agt,Agtr2,Ramilowski,Not Expressed,Secreted,Other,"8315512, 8185599,17138938, 21464395, 2775266, 7850406, 8242249,8185599",TRUE,10100078,"Agt=Angiotensin2, Agtr2=AT2",,,,,,,,,,12.12,,,,
Agt-Lrp2,Agt,Lrp2,Ramilowski,Not Expressed,Secreted,Other,15467006,TRUE,"Agt=Angiotensin 2, Lrp2=Megalin",,,,,,,,,,,12.12,,,,
Agt-Mas1,Agt,Mas1,Ramilowski,Not Expressed,Secreted,Other,"12829792, 12829790",TRUE,PMID: 12829792,"Agt=Angiotensin2, Mas1=Mas",,,,,,,,,,12.12,,,,
Agtr2-Gnai2,Agtr2,Gnai2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,,,,,,,,,,,12.12,,,,
Ahsg-Insr,Ahsg,Insr,Ramilowski,Not Expressed,Secreted,Other,7906861,TRUE,,Ahsg is an inhibitor of Insr,,,,,,,,,,12.12,,,,
Apoe-Lrp2,Apoe,Lrp2,Ramilowski,Not Expressed,ECM,Other,11421580,FALSE,,Lrp2. endocytic receptor,,,,,,,,,,12.12,,,,
Alb-Lrp2,Alb,Lrp2,Ramilowski,Not Expressed,Secreted,Other,"11158855, 8898021",TRUE,11158855,"Alb=Albumin, Lrp2=Megalin",,,,,,,,,,12.12,,,,
Amelx-Lamp1,Amelx,Lamp1,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 17708745,Amelx=Amelogenin,,,,,,,,,,12.12,,,,
Amh-Acvr1,Amh,Acvr1,Ramilowski,Not Expressed,Secreted,Other,NA,FALSE,,,,,,,,,,,,12.12,,,,
Amh-Amhr2,Amh,Amhr2,Ramilowski,Not Expressed,Secreted,Other,"7997230, 8889695",TRUE,PMID: 11420127,Amhr2=AMH Type 2 receptor,,,,,,,,,,12.12,,,,
Amh-Egfr,Amh,Egfr,Ramilowski,Not Expressed,Secreted,Other,8596488,TRUE,,Amh=Mis,,,,,,,,,,12.12,,,,
Anxa1-Dysf,Anxa1,Dysf,Ramilowski,Not Expressed,Secreted,Other,14506282,TRUE,,"Anxa1=Annexin1, Dysf=Dysferlin",,,,,,,,,,12.12,,,,
Anxa1-Fpr3,Anxa1,Fpr3,Ramilowski,Not Expressed,Secreted,Other,15187149,TRUE,,Anxa1=Lipocortin1,,,,,,,,,,12.12,,,,
Apob-Ldlr,Apob,Ldlr,Ramilowski,Not Expressed,Secreted,Other,"11327878, 12031600",TRUE,PMID: 10330424,"Apob=ApoB100, Ldlr=LDL receptor",,,,,,,,,,12.12,,,,
Apob-Lrp2,Apob,Lrp2,Ramilowski,Not Expressed,Secreted,Other,10330424,TRUE,PMID: 10330424,"Lrp2=Megalin, Apob=Apo B-100",,,,,,,,,,12.12,,,,
